id,review,Usa,Sup,Dep,Per
5299,"I purchased this app thinking like most apps you can also use the IPad version of it. NO To use the iPad HD version you have to purchase it again. That is absurd, how many apps do we have on our iPhone that the HD iPad version is also free to use These greedy people want to charge you twice. Did I mention customer service confirmed the HD version has the EXACT same features as the iPhone version that I already paid for      ",0,0,0,0
5300,I have used the app locally Chesapeake  Bay and along the east coast. It is very user friendly and the Auto feature between way points is the portion I use the most.    ,0,0,0,0
5301,Not worth the trouble. Save your money. Sad that they want to charge for this crap.     ,0,0,0,0
5302,"I've had this app for yrs now. Now u want me to pay for it again Oh and for every year after that like a yearly subscription to keep using ur app. Sorry, Not anymore     ",0,0,0,0
5303,I am very impressed with the quality of the maps  depths and markings are spoton and even seem a little more accurate than the printed lake maps I have. For only 10 I was wondering how this would work since they sell their USA lake map chip for 200... When you start the app or at any time you select the area you want to download  I'd imagine there is a limit. I downloaded several of my surrounding counties which got me all of the corresponding lake maps in excellent detail.     ,0,0,0,0
5304,I use this ice fishing in place of a 200  300 GPS and it works perfect. I can see exactly where I am and the depth  structure and the Vexilar confirms what the map is showing.     ,0,0,0,0
5305,"I somewhat agree with one other review about the limit on waypoints, however, with my iPhone, when I want to mark a spot I just switch to the maps app and mark it there  which I can always use again to get right back to that spot  easy workaround.     ",1,0,0,0
5306,Why limit waypointsYour STILL limiting waypoints... WHY     ,1,0,0,0
5307,The new updated made the app really glitchy if I try and use the navionics portion of the depth finder it won't even read the whole lake it just stops and cuts everything off. So in most of the lakes you want to fish you have to use the sonar feature but that only works best if you buy something else as well and even then not all the lakes look great and like they're supposed too.    ,0,0,1,0
5308,"this is not worth downloading if it was free.    there are several others available that are free or lower priced that give you must more detail and information on lakes and waterways.    i am really sorry i downloaded this, i hope to review will aid others in not making the same mistake.     ",0,0,0,0
5309,The lake maps don't have depths or contours on them.   There is cheaper or even free apps available that are a lot more detailed.   This is the first review I have ever written but this needed said.     ,1,0,0,0
5310,"Great app. I've been relying on it for years. Recently I notice when using the wind forecast, when I touch the wind speed symbol wind barb the actual wind speed does not appear. In past versions of the app the wind speed would appear after a tap. Please fix this.   ",1,0,0,0
5311,Gave it sea trials tonight. When I exited the program it popped up a screen asking about running in background. Neither option worked  Continue or Setting. It did hang the phone. Had to sync with my laptop and remove it. Reinstalled it and same screen again. Removed it again and won't reinstall. High risk application.    ,1,0,0,0
5312,You can't beat this app for detail I use it in conjunction with my full size plotter and as a backup. Great app  Worth every cent    ,0,0,0,0
5313,"Although the iPhone app may not be accuratesafe enough for realtime navigation, the disclaimer makes that clear, and the details and technology of the app are excellent for information and planning. The technology and route planning is more sophisticated than many chart plotters, for a fraction of the price. I am a big fan    ",0,0,0,0
5314,"I use this app in the Pacific Northwest, including the Columbia  Willamette rivers and so far I'm very impressed. I don't really have much to compare it to, but the charts are very detailed and so far extremely accurate.     ",0,0,0,0
5315,"The plotter page is wonderfully intuitive with easy taptoplace waypoints and very professional speed, BRG, dist next windows. You can input your boat's specs to anticipate leglength and fuel consumption.     ",0,0,0,0
5316,It even has a massive search database for locating fuel and any written info on sections of your voyage.      ,0,0,0,0
5317,"I'm astonished, frankly, to be the first person to write a review here and if I'd seen others, I might have actually rated it a 5.     ",0,0,0,0
5318,I am this app all year Great way to plot my ice fishing trips. Instead of plugging a bunch of holes and dropping my flasher I can pick out land marks and get close to where the fish should be. Saved me so much time and effort and got me fishing     ,0,0,0,0
5319,Only downfall is I have had to buy this twice I just switched to iPhone and had to purchase it again. There should be a way to port it over.     ,0,0,0,0
5320,This is a great app for boating and fishing but it is missing one critical feature  the ability to import markerswaypoints.  There are other GPS and marine apps that have this feature.  I have many lists of GPS coordinates for fishing reefs and there is no way to import them into this app.     ,1,0,0,0
5321,"I can not say enough how valuable this app is. It's great for planning. Great as a backup electronic navigation device. I don't use it tied to electronics..only on its own. With this and a good case, on both my iPad and iPhone it's a goto thing    ",0,0,0,0
